"country","city","date","congestion","driving","transit","walking","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential","commercial","utilities","other"
"Germany","Berlin",2021-09-18,23,30.99,52.67,68.51,-18,-3,35,-18,-5,0,99,50,1
"Germany","Bremen",2021-09-18,30,46.8,NA,95.83,-10,7,99,-4,4,0,92,51,1
"Germany","Cologne",2021-09-18,26,37.65,271.24,126.74,-8,3,131,2,-1,-1,109,53,1
"Germany","Dresden",2021-09-18,27,52.24,NA,144.1,-4,5,79,8,6,-1,103,53,1
"Germany","Munich",2021-09-18,25,43.15,NA,108.06,-3,5,122,2,2,-2,85,50,12
"Greece","Athens",2021-09-18,21,30.86,NA,116.05,-11,9,78,-13,-10,-2,110,51,1
"Hungary","Budapest",2021-09-18,18,21.46,52.28,43.62,-10,1,28,-3,0,-3,112,51,1
"Ireland","Cork",2021-09-18,34,72.16,NA,59.71,-7,17,72,-24,1,-1,97,50,1
"Ireland","Dublin",2021-09-18,34,29.29,38.67,57.71,-20,6,44,-23,-10,1,96,53,1
"Italy","Bologna",2021-09-18,21,71.27,NA,169.75,-3,7,47,-4,-23,-1,96,53,1
"Italy","Catania",2021-09-18,26,78.28,NA,148.47,-4,8,19,30,-17,-1,99,55,1
"Italy","Milan",2021-09-18,25,55.19,NA,91.39,-9,3,26,-13,-17,0,87,57,1
"Italy","Rome",2021-09-18,30,52.97,73.6,93.16,-8,2,33,-14,-7,-3,108,52,1
"Netherlands","Eindhoven",2021-09-18,16,11.84,NA,74.74,-7,-4,119,-7,2,-2,99,52,1
"Netherlands","Groningen",2021-09-18,22,33.08,NA,89.78,-20,-6,116,-8,-3,-2,103,51,1
"Poland","Krakow",2021-09-18,20,-7.31999999999999,NA,0.780000000000001,-11,-3,5,2,4,0,110,51,1
"Poland","Poznan",2021-09-18,21,31.73,NA,94.27,-12,0,34,-12,-6,0,100,51,1
"Portugal","Lisbon",2021-09-18,14,45.64,NA,78.16,-28,2,0,-13,-8,1,83,50,1
"Portugal","Porto",2021-09-18,14,61.73,NA,133.02,-15,5,25,-11,-9,2,90,51,1
"Romania","Bucharest",2021-09-18,22,6.81,NA,88.1,-12,-1,33,-8,-8,-4,90,51,1
"Spain","Alicante",2021-09-18,12,100.77,470.07,180.08,-2,11,66,12,2,-1,90,50,1
"Spain","Barcelona",2021-09-18,15,28.82,315.91,41.06,-25,-4,-12,-16,-13,2,99,55,1
"Spain","Madrid",2021-09-18,11,42.47,77.67,104.88,-23,-4,25,-9,-11,-2,96,50,1
"Spain","Malaga",2021-09-18,11,87.42,270.61,127.79,-6,6,43,1,4,-1,109,51,1
"Spain","Seville",2021-09-18,14,72.21,314.53,100.13,-16,-6,-2,-12,-12,-2,111,51,1
"Sweden","Gothenburg",2021-09-18,9,34.36,36.83,83.08,-3,7,75,-13,5,0,96,50,1
"Sweden","Malmo",2021-09-18,12,27.8,13.25,58.63,-2,-4,65,-7,-1,0,93,52,1
"Sweden","Stockholm",2021-09-18,19,36.59,38.49,46.39,-16,-12,21,-25,-5,0,83,58,1
"Austria","Graz",2021-09-19,9,21.19,NA,29.06,11,33,43,-6,-7,-2,89,51,1
"Austria","Vienna",2021-09-19,13,22.54,NA,19.81,-14,27,26,-3,-9,-1,95,55,1
"Belgium","Brussels",2021-09-19,14,25.05,140.4,86.9,-6,-2,171,26,-8,-1,101,53,1
"Belgium","Charleroi",2021-09-19,6,49.54,127.93,106.7,28,29,123,16,18,-2,108,51,1
"Czechia","Brno",2021-09-19,13,92.11,NA,140.15,6,28,53,14,1,-5,100,51,1
"Czechia","Prague",2021-09-19,13,9.59999999999999,26.27,-11.17,23,31,54,16,8,-2,114,51,1
"Denmark","Copenhagen",2021-09-19,15,31.53,47.61,40.9,17,-10,120,11,1,-3,82,50,1
"Estonia","Tallinn",2021-09-19,9,36.64,53.5,54.96,-3,7,26,-16,-8,-2,114,52,1
"Finland","Helsinki",2021-09-19,9,18.91,24.14,5.58,-10,6,43,-27,6,-1,101,54,1
"France","Grenoble",2021-09-19,18,12.94,NA,28.48,-19,10,0,-12,-8,0,94,52,1
"France","Lille",2021-09-19,11,17.71,500.74,53.95,2,24,115,24,9,-2,109,56,1
"France","Paris",2021-09-19,27,2.12,89.04,-5.3,-14,2,37,9,-2,-4,117,50,1
"Germany","Berlin",2021-09-19,17,20.54,28.59,20.76,-11,12,34,-16,2,-1,82,56,1
"Germany","Bremen",2021-09-19,8,16.77,NA,23.19,-13,31,119,-15,7,0,92,51,1
"Germany","Cologne",2021-09-19,26,13.87,172.5,8.03,9,76,104,4,2,-1,90,56,1
"Germany","Dresden",2021-09-19,24,49.65,NA,73.41,13,46,81,15,13,-2,118,51,1
"Germany","Munich",2021-09-19,18,34.31,NA,33.3,10,43,103,6,8,-1,100,51,1
"Greece","Athens",2021-09-19,12,25.47,NA,78.37,-11,44,89,-8,-8,-3,116,51,1
"Hungary","Budapest",2021-09-19,17,10.85,38.86,3.8,1,10,39,2,2,-4,100,51,1
"Ireland","Cork",2021-09-19,20,63.13,NA,41.51,0,15,56,-24,4,-2,94,52,1
"Ireland","Dublin",2021-09-19,26,20.59,41.58,30.06,-17,4,41,-26,-11,2,109,50,1
"Italy","Bologna",2021-09-19,20,69.97,NA,135.91,-6,-1,25,-13,-8,-1,110,51,1
"Italy","Catania",2021-09-19,23,72.22,NA,71.22,-14,-2,5,21,1,-2,93,52,1
"Italy","Milan",2021-09-19,16,28.81,NA,29.74,-20,3,-23,-29,-11,2,90,51,1
"Italy","Rome",2021-09-19,20,28.57,57.21,47.36,-12,-2,8,-16,6,-2,97,52,1
"Netherlands","Eindhoven",2021-09-19,17,5.48,NA,43.58,38,5,112,-2,4,-3,113,52,1
"Netherlands","Groningen",2021-09-19,17,16.32,NA,34.29,-12,2,122,-2,-4,-2,104,50,1
"Poland","Krakow",2021-09-19,12,-5.06999999999999,NA,-23.98,-15,75,3,-1,7,-1,122,50,1
"Poland","Poznan",2021-09-19,11,22.09,NA,57.25,-24,64,31,-16,0,-2,108,51,1
"Portugal","Lisbon",2021-09-19,8,31.97,NA,43.01,-30,-4,-16,-16,-6,0,93,50,1
"Portugal","Porto",2021-09-19,11,41.69,NA,82.24,-10,4,16,-5,-2,0,106,50,1
"Romania","Bucharest",2021-09-19,20,2.48999999999999,NA,57.26,-6,6,23,-8,-3,-7,109,51,1
"Spain","Alicante",2021-09-19,7,72.05,414.5,92.77,-4,57,29,10,17,-1,121,57,1
"Spain","Barcelona",2021-09-19,13,22.7,344.74,16.22,-22,12,12,-4,-5,-1,97,51,1
"Spain","Madrid",2021-09-19,7,21.3,47.77,41.5,-19,9,21,-14,-5,-2,99,50,1
"Spain","Malaga",2021-09-19,5,70.47,289.86,75.13,-2,79,21,11,22,-3,94,52,1
"Spain","Seville",2021-09-19,9,48.31,385.47,61.97,-20,13,-19,-7,-9,-2,97,51,1
"Sweden","Gothenburg",2021-09-19,7,24.41,22.59,28.33,-2,6,10,-24,0,1,93,52,1
"Sweden","Malmo",2021-09-19,9,14.7,1.2,10.65,-9,-1,36,-15,-1,0,87,51,1
"Sweden","Stockholm",2021-09-19,20,31.55,19.96,11.3,-20,-14,5,-33,-6,1,122,51,1
"Austria","Graz",2021-09-20,35,34.65,NA,48.26,-6,12,-13,-27,-28,3,111,50,1
"Austria","Vienna",2021-09-20,35,37.77,NA,39.08,-11,8,40,-11,-29,2,98,51,1
"Belgium","Brussels",2021-09-20,46,28.74,121.99,66.65,-13,4,57,-15,-43,5,107,51,1
"Belgium","Charleroi",2021-09-20,18,53.22,140.24,156.65,17,26,34,13,-15,3,91,51,1
"Czechia","Brno",2021-09-20,37,74.99,NA,239.67,-8,25,43,5,-26,3,77,51,1
"Czechia","Prague",2021-09-20,49,31.61,48.71,5.81,25,27,NA,5,-12,3,95,51,1
"Denmark","Copenhagen",2021-09-20,34,32.37,36.24,29.37,1,-11,88,-13,-17,3,105,52,1
"Estonia","Tallinn",2021-09-20,28,30.82,68.22,57.72,0,4,14,-14,-23,5,105,51,1
"Finland","Helsinki",2021-09-20,16,19.43,36.53,12.14,-5,7,44,-29,-32,8,106,51,1
"France","Grenoble",2021-09-20,44,41.6,NA,81.54,-16,10,-5,2,-22,3,108,55,1
"France","Lille",2021-09-20,39,45.45,675.15,95.49,-6,12,32,4,-25,3,85,53,1
"France","Paris",2021-09-20,47,-3.36,90.73,-8.19,-28,0,-8,-6,-41,5,102,52,1
"Germany","Berlin",2021-09-20,36,24.45,27.94,23.09,-15,2,15,-23,-26,6,85,50,1
"Germany","Bremen",2021-09-20,29,26.48,NA,38.49,-12,9,83,-19,-17,3,96,50,1
"Germany","Cologne",2021-09-20,36,11.18,217.93,17.64,-6,9,43,-12,-16,3,97,53,1
"Germany","Dresden",2021-09-20,39,55.79,NA,90.95,7,16,73,4,-13,3,102,50,1
"Germany","Munich",2021-09-20,31,22.06,NA,40.47,2,16,90,-13,-20,4,103,52,1
"Greece","Athens",2021-09-20,49,37.29,NA,84.98,8,31,125,-7,-21,-1,118,51,1
"Hungary","Budapest",2021-09-20,40,22.66,79.18,10.41,-5,10,14,-13,-25,5,96,52,1
"Ireland","Cork",2021-09-20,40,54.1,NA,96.5,5,19,83,-28,-26,4,103,52,1
"Ireland","Dublin",2021-09-20,44,26.09,66.61,50.99,-14,6,43,-38,-49,12,112,51,1
"Italy","Bologna",2021-09-20,39,60.41,NA,143.31,-2,18,41,-9,-24,2,101,51,1
"Italy","Catania",2021-09-20,43,68.24,NA,94.9,6,23,21,20,-23,2,104,50,1
"Italy","Milan",2021-09-20,42,38.85,NA,50.06,-8,16,9,-25,-33,4,87,58,1
"Italy","Rome",2021-09-20,53,32.84,67.18,35,-1,14,13,-20,-32,3,100,54,1
"Netherlands","Eindhoven",2021-09-20,26,14.1,NA,34.37,5,8,74,-21,-31,6,118,53,1
"Netherlands","Groningen",2021-09-20,25,34.31,NA,77.13,-2,1,91,-16,-35,4,92,51,1
"Poland","Krakow",2021-09-20,72,13.28,NA,-19.73,-15,7,-14,1,-17,5,110,50,1
"Poland","Poznan",2021-09-20,47,35.66,NA,85.25,-10,9,51,-10,-14,2,84,51,1
"Portugal","Lisbon",2021-09-20,42,50.79,NA,67,-20,13,-2,-22,-43,10,107,50,1
"Portugal","Porto",2021-09-20,38,49.54,NA,103.73,-8,13,30,-9,-31,6,90,50,1
"Romania","Bucharest",2021-09-20,70,23.32,NA,66.3,-14,8,-29,-22,-36,4,107,50,1
"Spain","Alicante",2021-09-20,22,61.18,456.02,111.84,4,23,49,16,-12,1,112,51,1
"Spain","Barcelona",2021-09-20,40,28.74,379.98,22.35,-15,6,-4,-10,-32,5,98,51,1
"Spain","Madrid",2021-09-20,29,27,62.91,36.52,-13,10,19,-13,-37,4,105,50,1
"Spain","Malaga",2021-09-20,21,61.64,353.73,92.15,2,15,36,8,-18,1,88,52,1
"Spain","Seville",2021-09-20,28,52.51,424.19,62.31,-1,9,11,-1,-29,0,100,50,1
"Sweden","Gothenburg",2021-09-20,16,20.93,30.19,30.57,-9,8,25,-26,-29,8,115,50,1
"Sweden","Malmo",2021-09-20,18,15.48,17.32,20.91,-3,3,63,-21,-27,6,108,53,1
"Sweden","Stockholm",2021-09-20,28,22.1,25.98,10.67,-17,-6,20,-36,-42,10,115,51,1
"Austria","Graz",2021-09-21,32,49.11,NA,76.41,-10,14,12,-30,-24,3,99,51,1
"Austria","Vienna",2021-09-21,37,43.75,NA,45.85,-11,10,66,-10,-27,3,105,51,1
"Belgium","Brussels",2021-09-21,55,34.03,119.72,71.4,-12,6,73,-18,-36,5,104,54,1
"Belgium","Charleroi",2021-09-21,21,52.04,133.09,134.76,16,23,49,8,-12,2,89,51,1
"Czechia","Brno",2021-09-21,37,78.33,NA,239.67,-7,26,70,8,-22,2,92,52,1
"Czechia","Prague",2021-09-21,43,30.65,54.21,6.33,21,32,NA,4,-12,3,110,51,1
"Denmark","Copenhagen",2021-09-21,37,38.04,40.7,28.83,-5,-15,48,-12,-14,3,104,53,1
"Estonia","Tallinn",2021-09-21,28,38.15,91.49,72.96,-1,8,14,-13,-22,4,124,50,1
"Finland","Helsinki",2021-09-21,18,20.51,46.5,17.47,-7,6,38,-29,-31,8,108,52,1
"France","Grenoble",2021-09-21,42,48.01,NA,118.93,-13,11,25,3,-18,2,122,50,1
"France","Lille",2021-09-21,45,49.4,662.61,108,-5,11,46,8,-22,2,98,52,1
"France","Paris",2021-09-21,47,-0.530000000000001,91.54,-0.980000000000004,-25,1,2,-6,-36,4,97,50,1
"Germany","Berlin",2021-09-21,40,29.16,34.29,32.25,-16,2,10,-22,-25,6,98,50,1
"Germany","Bremen",2021-09-21,26,25.99,NA,42.57,-8,13,64,-19,-16,4,110,50,1
"Germany","Cologne",2021-09-21,43,23.71,248.03,30.72,-4,12,78,-12,-16,4,101,51,1
"Germany","Dresden",2021-09-21,42,57.13,NA,103.85,4,15,98,5,-12,3,87,61,1
"Germany","Munich",2021-09-21,42,35.01,NA,46.75,2,14,123,-12,-18,4,85,53,1
"Greece","Athens",2021-09-21,56,46.36,NA,93.86,1,29,88,-10,-19,0,104,52,1
"Hungary","Budapest",2021-09-21,41,33.55,88.55,16.34,-4,13,36,-11,-23,4,98,50,1
"Ireland","Cork",2021-09-21,43,56.22,NA,98.17,1,18,88,-30,-26,4,117,52,1
"Ireland","Dublin",2021-09-21,49,28.32,63.37,47.38,-14,11,54,-39,-47,11,110,50,1
"Italy","Bologna",2021-09-21,43,61.14,NA,131.52,3,15,47,-10,-23,2,110,59,1
"Italy","Catania",2021-09-21,47,76.44,NA,113.63,6,21,21,15,-20,2,85,52,1
"Italy","Milan",2021-09-21,49,52.26,NA,71.52,-5,15,35,-22,-31,4,93,51,1
"Italy","Rome",2021-09-21,57,42.04,71.59,41.15,1,14,18,-21,-31,3,102,50,1
"Netherlands","Eindhoven",2021-09-21,26,16.73,NA,45.93,7,6,84,-17,-30,5,99,50,1
"Netherlands","Groningen",2021-09-21,31,35.75,NA,90.07,-3,3,87,-20,-33,5,112,50,1
"Poland","Krakow",2021-09-21,57,9.66,NA,-10.73,-14,3,3,-3,-30,7,83,51,1
"Poland","Poznan",2021-09-21,48,44.16,NA,90.29,-16,7,34,-26,-24,5,93,52,1
"Portugal","Lisbon",2021-09-21,40,51.2,NA,67.13,-26,12,4,-25,-43,10,105,51,1
"Portugal","Porto",2021-09-21,47,65.7,NA,106.44,-8,17,32,-7,-28,6,105,51,1
"Romania","Bucharest",2021-09-21,69,32.63,NA,81.82,-11,11,-16,-20,-35,5,102,50,1
"Spain","Alicante",2021-09-21,22,64.17,433.05,114.86,2,22,37,4,-13,3,109,50,1
"Spain","Barcelona",2021-09-21,34,30.18,381.54,30.83,-14,12,5,-9,-31,4,107,50,1
"Spain","Madrid",2021-09-21,34,32.95,71.05,40.84,-16,9,18,-14,-35,4,107,53,1
"Spain","Malaga",2021-09-21,24,61.52,332.82,89.12,1,17,34,12,-19,2,95,52,1
"Spain","Seville",2021-09-21,29,54.09,387.19,57.45,-6,7,8,-3,-27,1,107,52,1
"Sweden","Gothenburg",2021-09-21,21,27.91,31.97,33.95,-10,6,32,-27,-31,8,111,51,1
"Sweden","Malmo",2021-09-21,19,17.28,17.24,19.91,-10,3,32,-21,-28,6,110,50,1
"Sweden","Stockholm",2021-09-21,29,24.71,29.16,17.95,-20,-10,26,-35,-41,10,108,51,1
"Austria","Graz",2021-09-22,39,61.09,NA,66.5,-6,12,25,-26,-28,3,107,65,1
"Austria","Vienna",2021-09-22,44,44.96,NA,41.96,-17,4,10,-13,-24,4,109,51,1
"Belgium","Brussels",2021-09-22,46,36.44,122.83,73.51,-13,8,64,-17,-32,5,93,51,1
"Belgium","Charleroi",2021-09-22,19,57.14,151.88,148.41,14,19,52,15,-7,2,93,51,1
"Czechia","Brno",2021-09-22,43,80.4,NA,238.22,-10,23,59,7,-20,3,92,57,1
"Czechia","Prague",2021-09-22,53,40.53,64.43,15.34,23,31,NA,8,-8,3,76,51,1
"Denmark","Copenhagen",2021-09-22,37,43.5,39.93,40.67,-1,-8,109,-10,-12,2,95,55,1
"Estonia","Tallinn",2021-09-22,28,37.94,97.19,79.23,0,7,45,-10,-21,4,103,51,1
"Finland","Helsinki",2021-09-22,18,24.15,43.02,23.64,-4,8,75,-25,-28,7,103,50,1
"France","Grenoble",2021-09-22,36,53.38,NA,121.02,-13,12,27,7,-16,2,96,52,1
"France","Lille",2021-09-22,40,57.78,716.67,124.47,-6,8,59,4,-17,2,94,51,1
"France","Paris",2021-09-22,48,3.77,100.1,5.7,-24,-2,11,-9,-33,4,97,52,1
"Germany","Berlin",2021-09-22,38,31.22,41.26,39.36,-13,5,28,-18,-23,5,115,50,1
"Germany","Bremen",2021-09-22,26,25.89,NA,40.01,-6,10,117,-17,-14,3,99,50,1
"Germany","Cologne",2021-09-22,42,24.93,246.72,38.71,-1,10,93,-11,-14,4,83,51,1
"Germany","Dresden",2021-09-22,40,58.59,NA,112.04,5,14,83,5,-10,2,110,51,1
"Germany","Munich",2021-09-22,37,31.93,NA,50.27,1,11,110,-13,-16,3,97,52,1
"Greece","Athens",2021-09-22,55,48.42,NA,91.93,0,27,96,-9,-18,0,109,51,1
"Hungary","Budapest",2021-09-22,51,34.89,94.71,21,-7,10,25,-10,-21,5,109,51,1
"Ireland","Cork",2021-09-22,41,59.96,NA,90.82,4,17,76,-26,-20,5,106,51,1
"Ireland","Dublin",2021-09-22,50,27.74,63.52,51.13,-15,11,45,-39,-45,12,98,50,1
"Italy","Bologna",2021-09-22,41,59.13,NA,130.7,0,11,45,-10,-19,2,85,58,1
"Italy","Catania",2021-09-22,46,73.87,NA,111.17,5,25,13,8,-20,3,92,51,1
"Italy","Milan",2021-09-22,50,64.28,NA,86.9,-5,14,24,-22,-28,4,89,51,1
"Italy","Rome",2021-09-22,59,47.28,70.06,43,-1,14,15,-20,-28,3,74,51,1
"Netherlands","Eindhoven",2021-09-22,24,20.02,NA,50.34,6,3,109,-19,-23,5,102,51,1
"Netherlands","Groningen",2021-09-22,31,40.48,NA,91.94,7,4,109,-13,-28,4,116,51,1
"Poland","Krakow",2021-09-22,52,4.28,NA,-9.56999999999999,-15,8,5,-3,-28,7,101,50,1
"Poland","Poznan",2021-09-22,48,41.78,NA,87.77,-16,10,46,-17,-24,4,87,52,1
"Portugal","Lisbon",2021-09-22,40,48.51,NA,59.55,-23,11,3,-23,-40,9,90,50,1
"Portugal","Porto",2021-09-22,35,48.8,NA,97.6,-8,16,19,-9,-25,6,119,50,1
"Romania","Bucharest",2021-09-22,67,22.12,NA,78.71,-8,12,-16,-19,-32,4,105,51,1
"Spain","Alicante",2021-09-22,21,64.09,472.89,116.02,4,22,51,10,-8,2,102,51,1
"Spain","Barcelona",2021-09-22,34,32.17,374.38,28.36,-13,13,10,-9,-28,4,91,51,1
"Spain","Madrid",2021-09-22,31,31.98,63.11,39.4,-18,8,2,-15,-31,5,98,51,1
"Spain","Malaga",2021-09-22,23,63.05,309.44,87.51,1,18,34,10,-15,2,107,52,1
"Spain","Seville",2021-09-22,30,52.85,389.01,54.52,-4,10,3,-5,-23,1,95,50,1
"Sweden","Gothenburg",2021-09-22,18,29,34.54,37.65,-13,3,44,-29,-26,7,107,50,1
"Sweden","Malmo",2021-09-22,19,22.73,19.55,26.75,-5,0,86,-16,-27,6,105,50,1
"Sweden","Stockholm",2021-09-22,34,28.56,30.29,19.17,-16,-11,34,-35,-38,9,102,52,1
"Austria","Graz",2021-09-23,33,56.22,NA,73.8,-9,11,35,-28,-26,1,93,51,1
"Austria","Vienna",2021-09-23,38,49.92,NA,58.74,-11,7,82,-8,-24,2,94,52,1
"Belgium","Brussels",2021-09-23,51,44.21,141.67,99.51,-13,3,49,-18,-33,5,84,52,1
"Belgium","Charleroi",2021-09-23,20,57.16,118.87,147.92,17,19,46,7,-8,3,95,51,1
"Czechia","Brno",2021-09-23,36,93.05,NA,207.67,-9,21,84,6,-21,2,99,50,1
"Czechia","Prague",2021-09-23,47,34.87,51.93,17.19,28,28,NA,5,-9,2,124,58,1
"Denmark","Copenhagen",2021-09-23,43,41.44,44.57,31.15,-11,-15,25,-13,-13,4,96,52,1
"Estonia","Tallinn",2021-09-23,27,41.59,85.42,83.13,-2,4,18,-14,-21,4,105,51,1
"Finland","Helsinki",2021-09-23,17,25.25,41.15,19.3,-10,7,33,-30,-28,8,108,52,1
"France","Grenoble",2021-09-23,43,61.39,NA,176.74,-16,9,22,3,-15,2,98,51,1
"France","Lille",2021-09-23,41,54.25,669.99,139.83,-10,10,26,3,-17,2,91,52,1
"France","Paris",2021-09-23,53,3.66,97.62,7.73,-23,1,20,-2,-31,3,103,50,1
"Germany","Berlin",2021-09-23,41,37.38,44.86,43.63,-15,4,16,-22,-23,5,101,50,1
"Germany","Bremen",2021-09-23,28,26.34,NA,36.4,-14,11,37,-25,-15,5,80,51,1
"Germany","Cologne",2021-09-23,38,22.24,241.84,41.35,-7,9,56,-11,-14,4,119,53,1
"Germany","Dresden",2021-09-23,41,61.08,NA,121.72,6,12,98,8,-8,2,101,50,1
"Germany","Munich",2021-09-23,43,43.53,NA,66.59,2,10,111,-11,-16,3,93,51,1
"Greece","Athens",2021-09-23,55,41.62,NA,95.76,-2,30,79,-12,-17,0,92,53,1
"Hungary","Budapest",2021-09-23,45,36.53,99.3,34.27,-5,10,36,-9,-21,4,99,50,1
"Ireland","Cork",2021-09-23,47,61.33,NA,112.22,4,18,108,-28,-24,4,103,52,1
"Ireland","Dublin",2021-09-23,50,30.86,58.2,48.12,-15,9,29,-38,-46,12,103,50,1
"Italy","Bologna",2021-09-23,43,64.24,NA,122.48,0,12,43,-12,-21,2,103,51,1
"Italy","Catania",2021-09-23,49,81.29,NA,128.18,4,22,7,13,-22,3,93,52,1
"Italy","Milan",2021-09-23,46,58.92,NA,84.27,-5,13,19,-22,-28,4,112,54,1
"Italy","Rome",2021-09-23,60,50.31,79.81,53.72,-2,14,15,-19,-28,4,87,51,1
"Netherlands","Eindhoven",2021-09-23,29,25.3,NA,58.52,-1,5,63,-19,-27,6,115,50,1
"Netherlands","Groningen",2021-09-23,31,36.5,NA,82.01,-11,0,56,-20,-27,5,107,51,1
"Poland","Krakow",2021-09-23,51,12.06,NA,-5.47,-12,6,21,-6,-27,6,107,50,1
"Poland","Poznan",2021-09-23,48,46.36,NA,89.66,-17,9,38,-21,-22,4,104,50,1
"Portugal","Lisbon",2021-09-23,41,49.98,NA,71.01,-21,13,9,-23,-39,9,90,51,1
"Portugal","Porto",2021-09-23,43,50.58,NA,99.96,-10,14,23,-10,-26,7,104,51,1
"Romania","Bucharest",2021-09-23,64,22.12,NA,81.28,-12,9,-14,-23,-31,5,92,51,1
"Spain","Alicante",2021-09-23,22,74.07,442.22,139.97,3,20,43,14,-9,2,95,51,1
"Spain","Barcelona",2021-09-23,47,42.45,429.71,47.03,-12,13,4,-7,-29,3,111,60,1
"Spain","Madrid",2021-09-23,30,34.38,69.09,53.77,-17,8,10,-15,-31,5,94,52,1
"Spain","Malaga",2021-09-23,24,69,313.51,95.87,-2,17,28,7,-16,2,119,51,1
"Spain","Seville",2021-09-23,28,52.43,348.66,57.92,-10,6,-12,-9,-25,3,111,51,1
"Sweden","Gothenburg",2021-09-23,25,30.97,33.18,32.95,-15,-1,-6,-30,-27,9,102,53,1
"Sweden","Malmo",2021-09-23,19,15.66,5.91,16.83,-9,-2,-2,-25,-27,7,106,50,1
"Sweden","Stockholm",2021-09-23,39,30.82,29.51,11.19,-22,-13,-2,-37,-38,10,97,52,1
"Austria","Graz",2021-09-24,33,66.48,NA,92.7,-12,13,21,-27,-26,1,113,51,1
"Austria","Vienna",2021-09-24,31,55.93,NA,74.77,-14,5,50,-9,-26,3,110,54,1
"Belgium","Brussels",2021-09-24,55,59.77,134.62,122.59,-15,2,63,-20,-39,7,103,50,1
"Belgium","Charleroi",2021-09-24,19,86.87,98.45,151.62,11,20,40,-4,-13,3,105,51,1
"Czechia","Brno",2021-09-24,44,111.03,NA,166.02,-18,21,58,5,-22,0,101,50,1
"Czechia","Prague",2021-09-24,52,54.48,52.11,32.99,14,30,NA,3,-9,1,95,54,1
"Denmark","Copenhagen",2021-09-24,30,44.17,64.06,78.31,-7,-12,78,-10,-14,1,98,51,1
"Estonia","Tallinn",2021-09-24,29,66.32,90.43,121.29,-7,5,7,-18,-22,4,114,51,1
"Finland","Helsinki",2021-09-24,19,39.31,55.64,37.37,-10,4,27,-30,-28,7,90,51,1
"France","Grenoble",2021-09-24,40,46,NA,97.5,-13,10,22,6,-18,1,117,50,1
"France","Lille",2021-09-24,39,59,656.33,128.98,-11,10,36,4,-19,3,114,51,1
"France","Paris",2021-09-24,49,12.68,115.72,18.42,-23,-1,8,-4,-36,4,99,52,1
"Germany","Berlin",2021-09-24,38,53.4,66.65,75.81,-17,1,25,-20,-23,5,102,51,1
"Germany","Bremen",2021-09-24,37,54.57,NA,80.4,-11,9,113,-10,-14,4,98,50,1
"Germany","Cologne",2021-09-24,46,57.05,306.72,85.12,-6,10,70,-9,-15,4,112,51,1
"Germany","Dresden",2021-09-24,49,89.7,NA,153.84,-1,11,62,5,-10,2,102,50,1
"Germany","Munich",2021-09-24,50,71.58,NA,93.87,-3,11,105,-9,-17,3,93,53,1
"Greece","Athens",2021-09-24,57,50.98,NA,121.63,-2,28,94,-9,-17,-1,109,62,1
"Hungary","Budapest",2021-09-24,39,45.87,104.74,53.33,-8,6,41,-9,-21,3,95,51,1
"Ireland","Cork",2021-09-24,48,72.48,NA,92.23,-1,21,69,-28,-24,4,102,50,1
"Ireland","Dublin",2021-09-24,49,39.08,59.75,58.5,-17,9,23,-35,-45,10,104,51,1
"Italy","Bologna",2021-09-24,53,89.78,NA,165.95,0,15,50,-8,-21,1,99,50,1
"Italy","Catania",2021-09-24,42,83.66,NA,162.51,5,24,26,10,-21,2,78,51,1
"Italy","Milan",2021-09-24,46,78.09,NA,116.98,-7,11,28,-22,-29,4,88,54,1
"Italy","Rome",2021-09-24,62,70.38,86.99,81.88,-5,12,23,-16,-28,2,97,51,1
"Netherlands","Eindhoven",2021-09-24,28,43.49,NA,92.52,0,4,97,-19,-25,4,97,52,0
"Netherlands","Groningen",2021-09-24,27,51.18,NA,96.66,-9,4,97,-11,-25,2,113,51,1
"Poland","Krakow",2021-09-24,56,30.01,NA,19.84,-13,5,11,-8,-25,4,92,51,1
"Poland","Poznan",2021-09-24,52,75.78,NA,149.27,-16,5,52,-16,-22,3,98,51,1
"Portugal","Lisbon",2021-09-24,40,63.15,NA,92.21,-24,15,0,-21,-37,8,110,51,1
"Portugal","Porto",2021-09-24,36,64.82,NA,117.06,-13,12,18,-10,-25,6,100,54,1
"Romania","Bucharest",2021-09-24,62,26.99,NA,102.4,-13,6,-6,-15,-25,3,97,51,1
"Spain","Alicante",2021-09-24,22,103.72,488.9,173.28,2,19,48,5,-8,0,91,50,1
"Spain","Barcelona",2021-09-24,12,39.46,405.66,60.41,-20,-5,17,-20,-50,8,100,52,1
"Spain","Madrid",2021-09-24,29,59.21,96.94,91.75,-23,3,-10,-15,-30,4,106,51,1
"Spain","Malaga",2021-09-24,30,99.71,319.26,137.02,-5,14,13,4,-15,2,89,50,1
"Spain","Seville",2021-09-24,38,103.49,375.72,118.43,-7,9,12,-1,-22,1,103,54,1
"Sweden","Gothenburg",2021-09-24,21,47.56,50.8,89.12,-5,5,27,-24,-27,6,107,51,1
"Sweden","Malmo",2021-09-24,20,31.95,17.16,48.81,-6,0,39,-19,-26,5,96,53,1
"Sweden","Stockholm",2021-09-24,31,44.27,42.39,47.03,-17,-10,12,-30,-39,8,109,50,1
"Austria","Graz",2021-09-25,14,32,NA,67.1,-12,4,47,-21,-3,-3,89,50,1
