"country","city","date","congestion","driving","transit","walking","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential","commercial","utilities","other"
"Ireland","Cork",2020-06-28,13,21.29,NA,-38.12,-47,-3,16,-23,-11,6,99,53,1
"Ireland","Dublin",2020-06-28,16,-35.95,-65.12,-65.74,-51,-13,-38,-49,-14,10,102,51,1
"Italy","Bologna",2020-06-28,7,-8.15000000000001,NA,-47.22,-38,-28,-1,-35,12,-6,96,51,1
"Italy","Catania",2020-06-28,22,10.21,NA,-44.64,-33,-32,-8,-36,-5,-6,98,51,1
"Italy","Milan",2020-06-28,7,-12.45,NA,-58.4,-41,-30,3,-46,17,-3,111,50,1
"Italy","Rome",2020-06-28,7,-31.89,-66.12,-65.06,-34,-24,-16,-41,12,-4,110,52,1
"Netherlands","Eindhoven",2020-06-28,10,-0.0100000000000051,NA,9.39,-15,-7,100,-56,13,1,97,50,2
"Netherlands","Groningen",2020-06-28,13,27.47,NA,10.34,-24,-7,95,-39,5,1,98,50,1
"Poland","Krakow",2020-06-28,24,-18.8,NA,-51.35,21,139,44,-19,42,-10,95,50,1
"Poland","Poznan",2020-06-28,15,34.92,NA,16.64,7,166,52,-22,41,-10,103,51,1
"Portugal","Lisbon",2020-06-28,3,-37.25,NA,-72.68,-60,-37,-48,-59,-4,3,90,52,1
"Portugal","Porto",2020-06-28,11,-15.38,NA,-53.01,-50,-25,-18,-47,-2,4,104,51,1
"Romania","Bucharest",2020-06-28,10,-20,NA,-34.44,-35,-15,13,-24,4,-8,113,53,1
"Spain","Alicante",2020-06-28,7,34.44,29.48,-28.83,-26,10,26,-34,10,-1,125,50,1
"Spain","Barcelona",2020-06-28,9,-20.07,-10.16,-64.47,-40,-21,10,-29,4,-2,115,50,1
"Spain","Madrid",2020-06-28,2,-22.49,-54.57,-56.73,-42,-19,-6,-44,12,-2,79,53,1
"Spain","Malaga",2020-06-28,4,22.47,-17.75,-48.56,-32,-13,1,-42,0,-1,85,50,1
"Spain","Seville",2020-06-28,3,-40.24,-51.53,-77.79,-45,-26,-47,-50,8,-4,104,55,1
"Sweden","Gothenburg",2020-06-28,8,29.84,-25.75,-2.09999999999999,-18,-7,1,-36,6,0,92,51,1
"Sweden","Malmo",2020-06-28,10,17.94,-12.45,-15.98,-16,1,43,-29,8,0,115,52,1
"Sweden","Stockholm",2020-06-28,14,42.61,-7.86,-10.41,-30,-18,61,-31,17,-5,99,53,1
"Austria","Graz",2020-06-29,34,21.12,NA,-4.93000000000001,-15,-15,-15,-32,-25,6,111,50,1
"Austria","Vienna",2020-06-29,36,22.93,NA,-13.6,-15,-13,-4,-25,-30,5,78,52,1
"Belgium","Brussels",2020-06-29,37,14.22,-11.78,-12.2,-20,-11,31,-36,-43,10,112,65,1
"Belgium","Charleroi",2020-06-29,15,45.29,8.62,48.97,8,-6,27,-33,-31,7,77,50,1
"Czechia","Brno",2020-06-29,51,79.49,NA,75.19,-8,-1,-24,-7,-25,5,101,52,1
"Czechia","Prague",2020-06-29,35,11.6,-16.16,-34.42,13,8,NA,3,-25,6,103,51,1
"Denmark","Copenhagen",2020-06-29,21,30.17,-21.89,9.36,0,-7,84,-22,-33,4,86,51,1
"Estonia","Tallinn",2020-06-29,28,82.14,9.25,53.72,-3,1,41,-20,-35,5,120,51,1
"Finland","Helsinki",2020-06-29,15,24.79,-18.4,-0.109999999999999,-13,-5,76,-40,-53,8,98,50,1
"France","Grenoble",2020-06-29,39,29.99,NA,-2.48,-11,-4,44,-21,-28,7,88,51,1
"France","Lille",2020-06-29,24,20.56,106.77,2.70999999999999,-6,-5,41,-32,-30,7,102,51,1
"France","Paris",2020-06-29,32,-10.57,-7.42,-37.6,-36,-12,-8,-30,-47,10,105,55,1
"Germany","Berlin",2020-06-29,38,19.43,-20.52,-13.61,-16,-6,21,-30,-33,7,107,50,1
"Germany","Bremen",2020-06-29,51,22.77,NA,-4.77,-13,-2,66,-28,-20,5,93,50,1
"Germany","Cologne",2020-06-29,25,-3.42,32.73,-6.45999999999999,-5,-2,50,-28,-28,6,91,51,1
"Germany","Dresden",2020-06-29,39,32.19,NA,29.07,-2,0,76,-12,-16,3,83,51,1
"Germany","Munich",2020-06-29,37,18.61,NA,-3.20999999999999,-5,1,48,-25,-23,7,94,51,1
"Greece","Athens",2020-06-29,37,-1.70999999999999,NA,-21.3,-1,-2,94,-15,-17,1,97,50,1
"Hungary","Budapest",2020-06-29,45,-7.06999999999999,-22.41,-53.88,-25,-14,-10,-36,-38,8,96,51,1
"Ireland","Cork",2020-06-29,23,21.52,NA,-32.9,-26,0,44,-26,-42,12,90,51,1
"Ireland","Dublin",2020-06-29,28,-26.15,-58.89,-52.96,-34,-9,-6,-50,-55,19,91,51,1
"Italy","Bologna",2020-06-29,20,-3.19,NA,-38,-20,-9,26,-36,-30,5,104,51,3
"Italy","Catania",2020-06-29,19,12.06,NA,-17.39,-10,-5,8,-32,-26,4,98,54,1
"Italy","Milan",2020-06-29,19,-6.38,NA,-46.37,-27,-16,23,-48,-38,9,105,53,1
"Italy","Rome",2020-06-29,10,-26.63,-63.95,-64.92,-25,-27,5,-55,-61,5,95,52,1
"Netherlands","Eindhoven",2020-06-29,21,14.79,NA,16.72,-7,-9,79,-62,-41,11,107,51,1
"Netherlands","Groningen",2020-06-29,23,32.78,NA,25.77,-11,-12,61,-56,-42,10,95,52,1
"Poland","Krakow",2020-06-29,58,-14.01,NA,-56.5,-22,-20,-15,-34,-31,9,104,50,1
"Poland","Poznan",2020-06-29,42,34.18,NA,22.05,-17,-17,31,-30,-22,5,93,61,1
"Portugal","Lisbon",2020-06-29,16,-29.3,NA,-62.05,-49,-29,-28,-57,-49,17,122,52,1
"Portugal","Porto",2020-06-29,19,-10.65,NA,-44.11,-40,-19,0,-45,-38,13,100,52,1
"Romania","Bucharest",2020-06-29,46,0.829999999999998,NA,-12.81,-22,-6,2,-33,-39,5,109,56,1
"Spain","Alicante",2020-06-29,13,30.98,49.59,-7.01000000000001,-9,-5,35,-26,-24,5,106,51,1
"Spain","Barcelona",2020-06-29,19,-12.64,0.409999999999997,-53.55,-15,-5,20,-29,-38,9,100,50,1
"Spain","Madrid",2020-06-29,9,-6.09999999999999,-41,-40.2,-21,-8,20,-39,-42,10,99,51,1
"Spain","Malaga",2020-06-29,13,17.94,-7.52,-36.22,-12,-9,14,-33,-29,6,100,52,1
"Spain","Seville",2020-06-29,13,-17.21,-34.51,-66.95,-17,-12,-13,-35,-29,5,97,54,1
"Sweden","Gothenburg",2020-06-29,21,46.58,-11.15,25.28,-4,0,91,-30,-40,9,104,53,1
"Sweden","Malmo",2020-06-29,15,34.65,-7.81999999999999,11.28,4,7,147,-31,-39,7,99,52,1
"Sweden","Stockholm",2020-06-29,29,39.62,-15.15,-2.13,-19,-13,51,-37,-50,11,105,51,1
"Austria","Graz",2020-06-30,32,30.46,NA,18.09,-7,1,46,-27,-21,3,109,51,1
"Austria","Vienna",2020-06-30,36,33.34,NA,2.89,-2,-5,79,-17,-26,2,107,51,1
"Belgium","Brussels",2020-06-30,43,19.02,-7.47,-12.31,-21,-11,-1,-37,-43,11,109,51,1
"Belgium","Charleroi",2020-06-30,16,48.07,13.85,44.19,6,-4,19,-31,-29,7,83,51,1
"Czechia","Brno",2020-06-30,38,92.16,NA,91.99,4,2,71,4,-22,1,99,51,1
"Czechia","Prague",2020-06-30,35,16.76,-15.37,-31.19,21,10,NA,16,-23,4,82,53,1
"Denmark","Copenhagen",2020-06-30,27,37.12,-18.91,7.04000000000001,-1,-6,24,-22,-33,5,96,50,1
"Estonia","Tallinn",2020-06-30,28,80.63,17.66,52.32,-7,-1,-3,-26,-37,8,95,56,1
"Finland","Helsinki",2020-06-30,18,30.13,-17.44,-7.06,-16,-9,4,-44,-54,11,95,50,1
"France","Grenoble",2020-06-30,43,35.6,NA,12.27,-8,0,68,-19,-26,6,72,53,1
"France","Lille",2020-06-30,28,27.91,115.99,8.88,-9,-3,22,-31,-29,8,95,52,1
"France","Paris",2020-06-30,40,-4.05,-1.01000000000001,-30.95,-34,-12,-10,-26,-46,10,104,50,1
"Germany","Berlin",2020-06-30,37,20.69,-18.17,-7.91,-11,-4,29,-28,-32,6,115,52,1
"Germany","Bremen",2020-06-30,43,26.24,NA,1.54000000000001,-3,5,20,-28,-21,6,101,53,1
"Germany","Cologne",2020-06-30,28,3.40000000000001,31.04,-3.09,-3,2,60,-26,-28,7,88,50,1
"Germany","Dresden",2020-06-30,37,33.24,NA,27.67,4,2,120,-8,-15,2,97,52,1
"Germany","Munich",2020-06-30,36,26.59,NA,19.7,2,2,128,-20,-20,5,82,50,1
"Greece","Athens",2020-06-30,45,9.13,NA,-13.07,-3,-1,57,-16,-16,2,103,50,1
"Hungary","Budapest",2020-06-30,46,2.94,-15.28,-43.64,-17,-9,37,-31,-36,6,113,54,1
"Ireland","Cork",2020-06-30,23,16.43,NA,-27.19,-24,-2,46,-34,-43,13,102,53,1
"Ireland","Dublin",2020-06-30,30,-22.27,-58.24,-48.97,-33,-4,45,-49,-54,18,87,50,1
"Italy","Bologna",2020-06-30,18,-4.13,NA,-36.54,-18,-12,29,-35,-29,6,112,51,1
"Italy","Catania",2020-06-30,21,5.37,NA,-20.81,-11,-6,11,-35,-24,4,98,52,1
"Italy","Milan",2020-06-30,20,-0.859999999999999,NA,-41.76,-24,-14,37,-46,-37,10,102,51,1
"Italy","Rome",2020-06-30,27,-11.56,-56.58,-54.04,-18,-10,-9,-40,-35,6,114,50,1
"Netherlands","Eindhoven",2020-06-30,23,18.88,NA,13.27,-9,-8,47,-57,-40,12,105,52,1
"Netherlands","Groningen",2020-06-30,28,36.43,NA,38.55,-9,-13,45,-55,-41,11,92,55,1
"Poland","Krakow",2020-06-30,58,-5.45,NA,-44.6,-9,-15,53,-26,-38,7,92,50,1
"Poland","Poznan",2020-06-30,39,39.66,NA,44.78,-10,-14,101,-34,-30,5,110,53,1
"Portugal","Lisbon",2020-06-30,17,-25.5,NA,-61.04,-48,-26,-31,-55,-47,17,105,51,1
"Portugal","Porto",2020-06-30,22,-3.73999999999999,NA,-44.18,-39,-14,-7,-46,-37,13,98,51,1
"Romania","Bucharest",2020-06-30,49,2.47,NA,-4.59999999999999,-22,-7,2,-32,-38,6,101,53,2
"Spain","Alicante",2020-06-30,13,34.06,46.23,-1.09999999999999,-10,-2,38,-27,-23,5,112,53,1
"Spain","Barcelona",2020-06-30,19,-9.7,3.97,-51.67,-15,-2,15,-28,-36,10,112,50,1
"Spain","Madrid",2020-06-30,12,-1.29000000000001,-38.15,-35.84,-22,-9,13,-39,-42,11,80,52,1
"Spain","Malaga",2020-06-30,13,19.32,-9.20999999999999,-34.29,-12,-9,23,-31,-28,5,100,52,1
"Spain","Seville",2020-06-30,12,-14.67,-39.01,-66.5,-17,-11,-10,-35,-29,5,111,52,1
"Sweden","Gothenburg",2020-06-30,26,48.11,-7.33,20.45,-9,-5,36,-35,-39,11,106,50,1
"Sweden","Malmo",2020-06-30,17,32.95,-4.63,4.39,-4,1,41,-36,-40,10,103,51,1
"Sweden","Stockholm",2020-06-30,31,40.42,-19.61,-4.43000000000001,-20,-15,16,-40,-49,11,97,50,1
"Austria","Graz",2020-07-01,34,34.2,NA,15.69,-12,-5,5,-28,-22,3,96,50,1
"Austria","Vienna",2020-07-01,43,41.53,NA,1.65000000000001,-10,-8,47,-18,-28,2,97,51,1
"Belgium","Brussels",2020-07-01,45,25.45,-6.88,-7.48,-23,-11,8,-36,-44,9,103,52,1
"Belgium","Charleroi",2020-07-01,19,55.4,22.18,46.35,-2,-9,0,-31,-32,7,99,51,1
"Czechia","Brno",2020-07-01,35,84.01,NA,82.43,-5,-2,46,-4,-26,0,111,52,1
"Czechia","Prague",2020-07-01,32,18.47,-11.84,-27.21,19,8,NA,11,-26,3,99,52,1
"Denmark","Copenhagen",2020-07-01,24,39.62,-15.65,19.3,-1,-8,52,-22,-35,4,101,50,1
"Estonia","Tallinn",2020-07-01,26,98.29,25.48,79.66,2,2,54,-18,-36,6,96,51,1
"Finland","Helsinki",2020-07-01,16,37.95,-10.11,16.63,-9,-4,64,-39,-54,9,91,53,1
"France","Grenoble",2020-07-01,41,36.93,NA,17.39,-16,-5,23,-20,-26,6,96,52,1
"France","Lille",2020-07-01,27,33.02,142.87,14.53,-10,-4,28,-33,-29,6,92,52,1
"France","Paris",2020-07-01,41,-1.68000000000001,1.53,-32.26,-37,-17,-19,-28,-46,9,88,52,1
"Germany","Berlin",2020-07-01,38,20.85,-18.32,-13.06,-16,-6,10,-27,-34,6,107,57,1
"Germany","Bremen",2020-07-01,45,28.29,NA,-4.34,-7,3,36,-26,-22,6,88,51,1
"Germany","Cologne",2020-07-01,26,0.459999999999994,41.87,-5.43000000000001,-9,-3,13,-30,-29,7,90,51,1
"Germany","Dresden",2020-07-01,36,37.31,NA,43.92,0,1,110,-7,-15,1,107,52,1
"Germany","Munich",2020-07-01,39,29.13,NA,15.19,-2,-3,122,-20,-20,4,108,51,1
"Greece","Athens",2020-07-01,45,13.86,NA,-9.11,-5,-2,78,-17,-19,2,110,52,1
"Hungary","Budapest",2020-07-01,40,2.05,-13.95,-42.64,-19,-14,22,-32,-39,6,96,50,1
"Ireland","Cork",2020-07-01,24,24.63,NA,-21.74,-25,-2,42,-29,-43,13,94,51,1
"Ireland","Dublin",2020-07-01,32,-21.25,-58.8,-53.77,-38,-10,-19,-51,-55,20,104,52,1
"Italy","Bologna",2020-07-01,27,1.2,NA,-38.46,-20,-12,11,-34,-28,6,120,56,1
"Italy","Catania",2020-07-01,22,18.44,NA,0.299999999999997,-8,-3,16,-30,-27,3,85,50,1
"Italy","Milan",2020-07-01,25,2.06,NA,-40.51,-26,-13,15,-46,-36,10,106,52,1
"Italy","Rome",2020-07-01,26,-7.06999999999999,-54.73,-49.2,-18,-10,-7,-39,-35,7,109,51,1
"Netherlands","Eindhoven",2020-07-01,25,19.69,NA,17.75,-9,-12,41,-51,-40,11,114,51,1
"Netherlands","Groningen",2020-07-01,24,42.34,NA,44.56,-9,-10,70,-50,-38,7,101,51,1
"Poland","Krakow",2020-07-01,48,-7.28,NA,-45.38,-14,-14,52,-29,-38,6,84,51,1
"Poland","Poznan",2020-07-01,39,40.99,NA,43.24,-12,-11,101,-31,-31,4,81,51,1
"Portugal","Lisbon",2020-07-01,17,-22.84,NA,-58.95,-47,-24,-30,-53,-47,16,107,58,1
"Portugal","Porto",2020-07-01,22,-3.53,NA,-40.21,-36,-12,-8,-42,-37,12,117,54,1
"Romania","Bucharest",2020-07-01,51,8.61,NA,-1.55,-18,-3,7,-28,-38,5,114,53,1
"Spain","Alicante",2020-07-01,14,41.33,56.67,3.59999999999999,-10,-5,44,-21,-24,5,92,51,1
"Spain","Barcelona",2020-07-01,20,-5.18000000000001,12.9,-48.72,-16,-6,21,-27,-37,9,103,50,0
"Spain","Madrid",2020-07-01,13,1.36,-38.33,-34.14,-22,-6,15,-38,-43,10,115,51,1
"Spain","Malaga",2020-07-01,12,25.87,-1.59999999999999,-30.95,-12,-8,18,-27,-29,5,114,51,1
"Spain","Seville",2020-07-01,15,-10.67,-39.2,-63.35,-17,-8,-8,-32,-31,5,117,53,1
"Sweden","Gothenburg",2020-07-01,24,55.75,-8.48,33.96,-7,-2,95,-32,-38,9,93,51,1
"Sweden","Malmo",2020-07-01,15,35.44,3.51000000000001,18.28,-3,5,97,-33,-40,8,101,51,1
"Sweden","Stockholm",2020-07-01,31,45.93,-14.76,1.44,-20,-15,30,-39,-49,11,95,50,1
"Austria","Graz",2020-07-02,33,36.49,NA,12.23,-11,-3,9,-28,-23,3,85,53,1
"Austria","Vienna",2020-07-02,42,40.42,NA,7.29000000000001,-8,-6,52,-18,-29,3,83,52,1
"Belgium","Brussels",2020-07-02,42,27.32,-5.98,0.780000000000001,-21,-9,31,-36,-45,9,87,50,1
"Belgium","Charleroi",2020-07-02,16,53.89,21.44,53.65,5,-6,35,-30,-33,8,88,51,1
"Czechia","Brno",2020-07-02,38,94.05,NA,91.31,-9,0,10,-11,-27,2,103,52,1
"Czechia","Prague",2020-07-02,34,14.66,-20.2,-37.3,9,10,NA,3,-28,5,110,52,1
"Denmark","Copenhagen",2020-07-02,22,37.14,-18.84,20.14,-1,-6,67,-22,-35,4,103,50,1
"Estonia","Tallinn",2020-07-02,26,115.5,37.17,103.51,2,2,53,-16,-36,6,97,52,1
"Finland","Helsinki",2020-07-02,15,36.29,-14.49,20.39,-13,-5,98,-39,-53,8,103,53,0
"France","Grenoble",2020-07-02,48,40.92,NA,11.4,-11,4,29,-22,-27,6,113,50,1
"France","Lille",2020-07-02,27,31.52,119.37,17.75,-8,-1,33,-30,-29,6,112,53,1
"France","Paris",2020-07-02,39,-2.34,2.17,-27.91,-36,-13,-9,-25,-46,9,90,51,1
"Germany","Berlin",2020-07-02,44,33.04,-14.02,2.79000000000001,-13,-6,41,-27,-33,6,111,50,1
"Germany","Bremen",2020-07-02,43,31.66,NA,3.68000000000001,-10,1,28,-26,-22,6,105,54,1
"Germany","Cologne",2020-07-02,27,2.58,38.69,0.799999999999997,-9,-4,32,-27,-29,7,108,53,1
"Germany","Dresden",2020-07-02,38,37.63,NA,41.23,0,0,82,-8,-15,2,98,52,1
"Germany","Munich",2020-07-02,35,21.25,NA,9,-7,-1,37,-25,-22,6,91,51,1
"Greece","Athens",2020-07-02,42,13.91,NA,-0.239999999999995,-3,1,72,-15,-19,1,101,52,1
"Hungary","Budapest",2020-07-02,48,10.61,-8.91,-39.84,-21,-11,4,-30,-37,6,102,50,1
"Ireland","Cork",2020-07-02,25,27,NA,-26.09,-24,-2,72,-26,-43,13,98,52,1
"Ireland","Dublin",2020-07-02,32,-18.12,-55.68,-44.83,-35,-5,32,-48,-54,19,99,53,1
"Italy","Bologna",2020-07-02,20,-2.54000000000001,NA,-36.02,-19,-12,20,-35,-29,5,105,50,1
"Italy","Catania",2020-07-02,24,18.74,NA,-18.76,-8,-5,4,-30,-29,3,93,51,1
"Italy","Milan",2020-07-02,23,2.25,NA,-41.16,-26,-15,13,-47,-37,10,107,51,1
"Italy","Rome",2020-07-02,27,-5.56,-53.79,-48.79,-19,-11,-7,-39,-35,7,94,53,1
"Netherlands","Eindhoven",2020-07-02,25,23.28,NA,30.29,-7,-6,58,-53,-40,11,97,50,1
"Netherlands","Groningen",2020-07-02,28,45.26,NA,55.16,-14,-11,48,-52,-41,9,104,51,1
"Poland","Krakow",2020-07-02,52,-8.69,NA,-45.1,-17,-17,7,-34,-39,9,108,52,1
"Poland","Poznan",2020-07-02,38,44,NA,44.01,-13,-12,92,-33,-31,5,113,50,1
"Portugal","Lisbon",2020-07-02,18,-21.37,NA,-58.01,-47,-25,-29,-53,-48,17,94,51,1
"Portugal","Porto",2020-07-02,21,-2.27,NA,-33.92,-35,-14,9,-42,-37,12,112,52,1
"Romania","Bucharest",2020-07-02,50,3.75,NA,-6.53,-21,-6,10,-33,-37,5,124,50,1
"Spain","Alicante",2020-07-02,13,45.7,57.78,7.98999999999999,-9,0,41,-22,-25,5,105,52,1
"Spain","Barcelona",2020-07-02,20,-4.28,11.83,-46.59,-16,-3,15,-28,-37,9,86,51,1
"Spain","Madrid",2020-07-02,12,1.23,-40.19,-32.44,-24,-6,12,-39,-43,10,105,50,1
"Spain","Malaga",2020-07-02,12,29.3,-4.81999999999999,-27.04,-14,-6,19,-31,-31,6,112,53,1
"Spain","Seville",2020-07-02,13,-11.03,-37.19,-61.03,-18,-10,-13,-36,-31,5,90,50,1
"Sweden","Gothenburg",2020-07-02,25,56.23,-7.26000000000001,33.56,-7,0,134,-31,-39,9,101,51,1
"Sweden","Malmo",2020-07-02,15,40.6,1.44,17.94,-2,8,146,-29,-41,8,82,53,1
"Sweden","Stockholm",2020-07-02,30,44.21,-18.28,3.77,-21,-15,35,-40,-50,11,99,51,1
"Austria","Graz",2020-07-03,41,49.6,NA,21.12,-11,1,5,-26,-25,3,111,51,1
"Austria","Vienna",2020-07-03,31,39.92,NA,12.88,-5,-7,41,-16,-31,2,88,52,1
"Belgium","Brussels",2020-07-03,41,26.73,-10.8,2.89,-24,-11,41,-31,-45,9,105,53,1
"Belgium","Charleroi",2020-07-03,15,59.78,2.20999999999999,63.73,-5,-8,41,-29,-33,8,88,52,1
"Czechia","Brno",2020-07-03,35,125.71,NA,113.08,-14,2,23,-13,-31,0,96,52,1
"Czechia","Prague",2020-07-03,28,18.46,-24.69,-24.64,6,11,NA,5,-31,3,109,50,1
"Denmark","Copenhagen",2020-07-03,21,35.06,-15.46,21.16,-20,-14,28,-25,-37,4,97,56,1
"Estonia","Tallinn",2020-07-03,25,162.18,38.09,173.35,-2,5,88,-13,-34,2,95,50,1
"Finland","Helsinki",2020-07-03,15,39.03,-2.95,39.27,-17,-13,135,-37,-53,5,116,58,1
"France","Grenoble",2020-07-03,44,43.45,NA,6.72,-13,-2,36,-19,-28,6,113,52,1
"France","Lille",2020-07-03,30,38.63,111.62,24.5,-13,-7,52,-28,-28,6,104,51,1
"France","Paris",2020-07-03,37,-0.0900000000000034,1.41,-26.81,-35,-16,-11,-25,-46,8,115,51,1
"Germany","Berlin",2020-07-03,35,30.9,-9.48,11.58,-20,-9,32,-28,-33,5,100,51,1
"Germany","Bremen",2020-07-03,35,36.36,NA,15.52,-14,-2,66,-25,-22,5,115,60,1
"Germany","Cologne",2020-07-03,26,12.59,36.44,24.42,-9,-2,78,-26,-29,6,83,66,1
"Germany","Dresden",2020-07-03,38,57.98,NA,78.43,-4,0,88,-8,-15,1,98,52,1
"Germany","Munich",2020-07-03,29,35.63,NA,31.18,-7,1,78,-20,-23,5,91,52,1
"Greece","Athens",2020-07-03,41,12.16,NA,-2.94,-10,-4,52,-17,-20,1,117,57,1
"Hungary","Budapest",2020-07-03,37,6.67,-13.24,-34.66,-22,-10,7,-31,-36,4,94,51,1
"Ireland","Cork",2020-07-03,32,37.42,NA,-17.06,-32,0,5,-35,-43,14,86,50,1
"Ireland","Dublin",2020-07-03,33,-13.09,-52.6,-45.62,-40,-6,-4,-50,-54,18,89,53,1
"Italy","Bologna",2020-07-03,21,10.07,NA,-39.29,-24,-13,-4,-37,-31,7,105,52,1
"Italy","Catania",2020-07-03,21,22.77,NA,-6.25,-11,-2,12,-25,-29,3,103,50,1
"Italy","Milan",2020-07-03,24,8.61,NA,-48.17,-35,-22,-17,-49,-39,11,103,51,1
"Italy","Rome",2020-07-03,29,1.91,-54.6,-44,-23,-14,-3,-39,-35,6,114,51,1
"Netherlands","Eindhoven",2020-07-03,25,34.41,NA,51.31,-12,-8,98,-52,-38,9,97,50,1
"Netherlands","Groningen",2020-07-03,26,44.68,NA,60.91,-19,-10,73,-50,-38,6,102,50,1
"Poland","Krakow",2020-07-03,57,6.38,NA,-39.78,-19,-16,0,-35,-36,6,101,52,1
"Poland","Poznan",2020-07-03,37,52.93,NA,46.12,-18,-13,84,-34,-30,3,111,50,1
"Portugal","Lisbon",2020-07-03,17,-15.88,NA,-54.83,-51,-26,-32,-54,-46,16,107,51,1
"Portugal","Porto",2020-07-03,23,10.87,NA,-26.92,-40,-14,-5,-43,-36,12,85,51,1
"Romania","Bucharest",2020-07-03,48,2.3,NA,-16.36,-26,-8,6,-26,-31,3,128,54,1
"Spain","Alicante",2020-07-03,17,68.13,53.36,25.71,-9,1,42,-24,-24,4,94,52,1
"Spain","Barcelona",2020-07-03,20,6.3,3.81,-43.16,-22,-7,2,-30,-36,8,100,52,1
"Spain","Madrid",2020-07-03,11,2.81,-42.91,-33.59,-32,-13,1,-39,-42,8,82,51,1
"Spain","Malaga",2020-07-03,14,46.27,-5.66,-15.56,-14,-4,23,-31,-28,5,80,53,1
"Spain","Seville",2020-07-03,15,-11.59,-49.33,-61.02,-25,-13,-19,-39,-30,4,113,56,1
"Sweden","Gothenburg",2020-07-03,19,46.89,-10.67,41.39,-16,-10,46,-36,-40,9,94,55,1
"Sweden","Malmo",2020-07-03,14,36.29,-21.31,13.22,-15,-5,76,-32,-41,8,112,78,1
"Sweden","Stockholm",2020-07-03,26,39.88,-17.56,10.54,-26,-20,47,-37,-50,9,102,51,1
"Austria","Graz",2020-07-04,15,19.55,NA,5.86,-19,-7,49,-16,5,-4,114,51,1
"Austria","Vienna",2020-07-04,17,23.7,NA,5.18000000000001,-17,-15,52,-12,1,-5,89,52,1
"Belgium","Brussels",2020-07-04,23,18.4,-18.76,9.34,-30,-19,10,-21,-7,2,90,51,1
"Belgium","Charleroi",2020-07-04,10,50.94,-15.77,53.54,-14,-14,27,-22,1,3,101,50,1
"Czechia","Brno",2020-07-04,12,100.22,NA,117.18,-24,-9,34,-12,5,-12,93,51,1
"Czechia","Prague",2020-07-04,10,-10.4,-31.24,-29.97,4,7,NA,34,6,-7,87,59,0
"Denmark","Copenhagen",2020-07-04,13,13.69,-25.53,-8.45,-36,-20,-33,-29,-11,-1,95,52,1
"Estonia","Tallinn",2020-07-04,12,143.43,0.780000000000001,110.95,-19,-7,5,-19,-4,-2,102,51,1
"Finland","Helsinki",2020-07-04,10,10.53,-17.6,3.84999999999999,-29,-18,0,-37,-3,-1,80,51,1
"France","Grenoble",2020-07-04,22,26.7,NA,-4.33,-24,-10,59,-21,0,-2,92,50,1
"France","Lille",2020-07-04,17,25.15,76.2,21.65,-21,-14,3,-21,-4,1,96,64,1
"France","Paris",2020-07-04,22,-2.28,-6.56,-25.4,-39,-22,-15,-15,-12,0,106,52,1
"Germany","Berlin",2020-07-04,21,18.91,-11.53,16.84,-27,-12,55,-24,6,-2,111,52,1
"Germany","Bremen",2020-07-04,20,16.49,NA,10.69,-22,-4,19,-27,-3,3,104,51,1
"Germany","Cologne",2020-07-04,15,6.92,49.93,55.62,-21,-8,65,-17,-1,2,109,52,1
"Germany","Dresden",2020-07-04,22,43.4,NA,96.38,-14,-6,141,3,18,-4,105,51,1
"Germany","Munich",2020-07-04,24,34.3,NA,53.65,-13,-5,122,-12,1,0,103,51,1
"Greece","Athens",2020-07-04,15,-6.15000000000001,NA,-19.23,-22,-16,53,-20,-7,-2,92,51,1
"Hungary","Budapest",2020-07-04,18,-14.92,-26.69,-45.64,-33,-18,-2,-27,0,-5,87,51,1
"Ireland","Cork",2020-07-04,18,40.18,NA,-11.81,-35,3,43,-17,-11,5,88,52,1
"Ireland","Dublin",2020-07-04,22,-18.96,-56.44,-42.91,-43,-7,-2,-38,-17,6,115,50,1
"Italy","Bologna",2020-07-04,14,1.76000000000001,NA,-28.41,-27,-18,10,-27,-16,-1,98,52,1
"Italy","Catania",2020-07-04,21,31.67,NA,-0.709999999999994,-21,-13,-2,-22,-19,-2,111,50,1
"Italy","Milan",2020-07-04,11,0.849999999999994,NA,-41.69,-32,-22,20,-38,-8,-1,91,50,1
"Italy","Rome",2020-07-04,14,-12.55,-60.77,-44.76,-26,-17,-7,-34,-4,-1,70,52,1
"Netherlands","Eindhoven",2020-07-04,17,15.19,NA,47.28,-20,-13,36,-43,5,3,97,50,1
"Netherlands","Groningen",2020-07-04,31,33.81,NA,44.84,-26,-19,0,-43,0,4,115,51,1
"Poland","Krakow",2020-07-04,20,-14.02,NA,-32.73,-22,-25,45,-28,4,-6,90,51,1
"Poland","Poznan",2020-07-04,18,42.11,NA,48.7,-20,-21,139,-25,2,-6,83,50,1
"Portugal","Lisbon",2020-07-04,9,-20.07,NA,-61.54,-54,-31,-45,-51,-9,4,91,50,1
"Portugal","Porto",2020-07-04,13,15.95,NA,-24.25,-46,-21,-5,-41,-10,4,105,50,1
"Romania","Bucharest",2020-07-04,13,-21.14,NA,-32.08,-37,-20,-5,-29,-5,-4,94,55,1
"Spain","Alicante",2020-07-04,13,70.88,43.98,20.01,-12,-3,74,-17,-1,0,128,51,1
